FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,B08122_001,B08122_002,B08122_003,B08122_004,B08122_005,B08122_006,B08122_007,B08122_008,B08122_009,B08122_010,B08122_011,B08122_012,B08122_013,B08122_014,B08122_015,B08122_016,B08122_017,B08122_018,B08122_019,B08122_020,B08122_021,B08122_022,B08122_023,B08122_024,B08122_025,B08122_026,B08122_027,B08122_028
ACSSF,20160,us,0,32,1198,127417,3812,3348,120257,103552,2440,2645,98467,12060,581,404,11075,1109,47,126,936,3132,406,84,2642,985,24,39,922,6579,314,50,6215
ACSSF,20160,us,0,32,1199,552541,31701,30638,490202,444833,22375,23847,398611,50438,4708,4113,41617,7537,1201,942,5394,6863,829,705,5329,6773,514,146,6113,36097,2074,885,33138
ACSSF,20160,us,0,32,1200,34115,3000,2894,28221,27339,1859,2193,23287,3798,404,666,2728,159,0,0,159,652,203,0,449,1447,534,35,878,720,0,0,720
ACSSF,20160,us,0,32,1201,66188,2852,3767,59569,52548,1707,2174,48667,7389,325,600,6464,888,113,115,660,2653,491,687,1475,387,161,0,226,2323,55,191,2077
ACSSF,20160,us,0,32,1202,278032,12786,10476,254770,211978,6733,5707,199538,26530,1857,1530,23143,13009,1801,1921,9287,8471,1047,508,6916,5210,961,259,3990,12834,387,551,11896
ACSSF,20160,us,0,32,1203,439843,38267,30780,370796,337179,23167,19154,294858,48389,5698,5310,37381,15138,3436,2791,8911,9859,2366,1434,6059,11858,1964,1314,8580,17420,1636,777,15007
ACSSF,20160,us,0,32,1204,9040086,509789,476930,8053367,4333789,139578,157526,4036685,592918,38784,41929,512205,2992297,219313,196188,2576796,532270,69140,48103,415027,192792,15751,14842,162199,396020,27223,18342,350455
ACSSF,20160,us,0,32,1205,55086,7237,4233,43616,45587,5289,3272,37026,4976,865,554,3557,212,137,0,75,726,106,200,420,1954,574,207,1173,1631,266,0,1365
ACSSF,20160,us,0,32,1206,67944,4464,3784,59696,53087,2990,2088,48009,7988,389,373,7226,427,0,0,427,735,279,167,289,983,168,183,632,4724,638,973,3113
ACSSF,20160,us,0,32,1207,98748,4881,4496,89371,79716,3218,3278,73220,9472,473,523,8476,2152,403,277,1472,2131,325,135,1671,2550,418,169,1963,2727,44,114,2569
ACSSF,20160,us,0,32,1208,61204,5721,6018,49465,51602,3949,5454,42199,4641,474,324,3843,593,486,107,0,496,18,37,441,660,164,57,439,3212,630,39,2543
ACSSF,20160,us,0,32,1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1210,281718,10112,14533,257073,227010,8023,10771,208216,30372,1036,2170,27166,5189,166,586,4437,3949,70,745,3134,3217,397,20,2800,11981,420,241,11320
ACSSF,20160,us,0,32,1211,443800,33299,35890,374611,370700,24030,28279,318391,43143,5763,4603,32777,1944,653,500,791,4498,767,363,3368,5656,610,916,4130,17859,1476,1229,15154
ACSSF,20160,us,0,32,1212,85255,5427,4527,75301,64172,2980,3038,58154,8478,472,918,7088,2446,549,179,1718,2403,974,35,1394,2393,229,0,2164,5363,223,357,4783
ACSSF,20160,us,0,32,1213,395742,18808,20845,356089,336041,14425,16795,304821,30457,2604,2229,25624,3700,213,568,2919,4355,623,37,3695,5912,293,570,5049,15277,650,646,13981
ACSSF,20160,us,0,32,1214,836083,64609,64364,707110,666574,46061,47314,573199,72350,5644,7832,58874,19271,4510,3204,11557,10419,2369,1872,6178,15414,2991,1542,10881,52055,3034,2600,46421
ACSSF,20160,us,0,32,1215,37599,5682,2139,29778,30093,3574,1325,25194,3304,967,513,1824,409,191,70,148,947,388,36,523,774,295,0,479,2072,267,195,1610
ACSSF,20160,us,0,32,1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1217,176616,13330,15490,147796,130552,6496,9051,115005,30736,5610,5357,19769,2833,385,168,2280,2320,356,381,1583,3688,427,116,3145,6487,56,417,6014
ACSSF,20160,us,0,32,1218,201422,14625,13920,172877,166443,11389,10961,144093,15036,1613,1592,11831,963,0,292,671,2333,718,573,1042,4171,674,0,3497,12476,231,502,11743
ACSSF,20160,us,0,32,1219,142837,7799,13394,121644,117332,5332,11085,100915,8353,492,547,7314,1890,608,281,1001,2770,157,160,2453,2869,277,467,2125,9623,933,854,7836
ACSSF,20160,us,0,32,1220,74509,5106,5887,63516,62094,3915,4747,53432,6603,842,505,5256,1054,0,300,754,1061,90,0,971,1265,53,166,1046,2432,206,169,2057
ACSSF,20160,us,0,32,1221,26116,2130,2174,21812,20658,1428,1449,17781,3338,436,486,2416,416,148,49,219,817,118,30,669,183,0,42,141,704,0,118,586
ACSSF,20160,us,0,32,1222,151064,11577,10842,128645,121697,7486,8332,105879,16475,1963,1222,13290,1057,672,0,385,1731,677,208,846,2807,381,483,1943,7297,398,597,6302
ACSSF,20160,us,0,32,1223,120444,6948,8674,104822,101930,4767,7310,89853,9112,915,305,7892,2125,355,321,1449,1796,555,466,775,1494,16,226,1252,3987,340,46,3601
ACSSF,20160,us,0,32,1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1225,2625377,136903,117086,2371388,1889844,70433,67249,1752162,208098,14518,14069,179511,263993,28706,20229,215058,91432,13019,7742,70671,43693,3487,3659,36547,128317,6740,4138,117439
ACSSF,20160,us,0,32,1226,1852395,141707,121886,1588802,1414204,94870,85031,1234303,206984,19922,19012,168050,37894,8160,4753,24981,25878,5307,2353,18218,45701,5957,4507,35237,121734,7491,6230,108013
ACSSF,20160,us,0,32,1227,856812,41824,36292,778696,640260,20899,22190,597171,71354,5682,3986,61686,65507,7217,5508,52782,25886,4829,2154,18903,12065,1495,1211,9359,41740,1702,1243,38795
ACSSF,20160,us,0,32,1228,29451,3317,3064,23070,23361,2562,2225,18574,2937,343,28,2566,239,34,0,205,737,181,369,187,1230,142,244,844,947,55,198,694
ACSSF,20160,us,0,32,1229,61292,6716,3170,51406,54774,5303,3039,46432,3945,513,92,3340,583,277,0,306,312,160,0,152,956,230,39,687,722,233,0,489
ACSSF,20160,us,0,32,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1231,36540,3546,2937,30057,29278,2042,2147,25089,5274,933,656,3685,290,67,0,223,627,292,87,248,399,212,47,140,672,0,0,672
ACSSF,20160,us,0,32,1232,115317,6000,5707,103610,86886,3155,3856,79875,9742,342,494,8906,2261,642,156,1463,7232,1016,855,5361,2576,402,196,1978,6620,443,150,6027
ACSSF,20160,us,0,32,1233,1035325,61617,51756,921952,719166,34663,30448,654055,94889,6529,7126,81234,77056,8072,6560,62424,33588,4843,3053,25692,37164,2805,1954,32405,73462,4705,2615,66142
ACSSF,20160,us,0,32,1234,171859,13218,13737,144904,134556,7510,10777,116269,19517,3156,1812,14549,706,161,74,471,1120,452,76,592,5899,848,118,4933,10061,1091,880,8090
ACSSF,20160,us,0,32,1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1236,56635,2472,1518,52645,47400,1188,1226,44986,3871,284,292,3295,1043,476,0,567,708,184,0,524,0,0,0,0,3613,340,0,3273
ACSSF,20160,us,0,32,1237,201061,9678,8992,182391,149102,5508,5345,138249,18056,1105,1107,15844,12544,783,556,11205,7456,1603,1497,4356,4438,513,423,3502,9465,166,64,9235
ACSSF,20160,us,0,32,1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1239,569430,27674,24174,517582,466357,17679,17407,431271,48014,5553,3699,38762,15705,2006,1321,12378,14342,1371,979,11992,5428,616,104,4708,19584,449,664,18471
ACSSF,20160,us,0,32,1240,242107,24684,17514,199909,180046,13562,12535,153949,25261,2641,1997,20623,3763,595,85,3083,10507,5594,1073,3840,5433,924,731,3778,17097,1368,1093,14636
ACSSF,20160,us,0,32,1241,56876,6170,4262,46444,46431,5048,3415,37968,6749,896,376,5477,860,134,335,391,707,0,0,707,748,14,0,734,1381,78,136,1167
ACSSF,20160,us,0,32,1242,57830,4402,3218,50210,48418,2988,2582,42848,6032,804,636,4592,678,190,0,488,606,189,0,417,855,133,0,722,1241,98,0,1143
ACSSF,20160,us,0,32,1243,536140,29271,25183,481686,427451,19776,18449,389226,42962,4533,2575,35854,7309,827,1413,5069,5835,371,137,5327,7404,960,675,5769,45179,2804,1934,40441
ACSSF,20160,us,0,32,1244,42187,2691,3423,36073,35517,1330,2621,31566,2897,211,97,2589,152,0,0,152,1039,800,43,196,972,108,474,390,1610,242,188,1180
ACSSF,20160,us,0,32,1245,123862,10264,8668,104930,97920,5211,5170,87539,12995,2405,1400,9190,2727,965,569,1193,3672,907,526,2239,2187,469,461,1257,4361,307,542,3512
ACSSF,20160,us,0,32,1246,49176,4658,5534,38984,40790,3738,4187,32865,2891,140,505,2246,338,0,110,228,1233,318,58,857,1064,201,228,635,2860,261,446,2153
ACSSF,20160,us,0,32,1247,210941,13355,16877,180709,164600,8368,11426,144806,22162,2200,1865,18097,5047,828,1692,2527,6187,1229,1220,3738,3971,481,31,3459,8974,249,643,8082
ACSSF,20160,us,0,32,1248,505278,31596,24432,449250,415959,20549,17628,377782,41614,4264,3720,33630,8186,1213,1279,5694,8496,2627,458,5411,7969,2004,481,5484,23054,939,866,21249
ACSSF,20160,us,0,32,1249,866114,66568,72512,727034,685182,46916,51303,586963,108093,9943,11748,86402,13081,1473,2125,9483,10943,2171,1633,7139,11346,1805,1723,7818,37469,4260,3980,29229
ACSSF,20160,us,0,32,1250,101701,7962,5896,87843,86471,6093,5144,75234,5845,279,469,5097,1890,952,0,938,1484,321,48,1115,965,63,38,864,5046,254,197,4595
ACSSF,20160,us,0,32,1251,59235,3461,3018,52756,41727,2022,1625,38080,7040,613,706,5721,3440,241,269,2930,3481,260,301,2920,1111,325,0,786,2436,0,117,2319
ACSSF,20160,us,0,32,1252,342110,19710,16016,306384,279928,13023,11234,255671,24969,1935,1615,21419,12427,2540,1432,8455,7775,1499,1313,4963,3765,231,193,3341,13246,482,229,12535
ACSSF,20160,us,0,32,1253,127065,11278,9031,106756,104004,7776,6778,89450,13533,2320,1618,9595,1802,528,48,1226,1638,164,144,1330,1711,258,118,1335,4377,232,325,3820
ACSSF,20160,us,0,32,1254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1256,150542,6391,6388,137763,127016,5017,5418,116581,11022,706,246,10070,2116,39,0,2077,1354,49,0,1305,557,167,0,390,8477,413,724,7340
ACSSF,20160,us,0,32,1257,824350,53985,53729,716636,641310,38277,39262,563771,78791,5824,5959,67008,16617,1248,1078,14291,13598,2481,1848,9269,16916,1608,2340,12968,57118,4547,3242,49329
ACSSF,20160,us,0,32,1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1260,58509,5630,4714,48165,48588,3312,3685,41591,4203,910,285,3008,1013,157,500,356,1247,578,65,604,1077,474,0,603,2381,199,179,2003
ACSSF,20160,us,0,32,1261,46956,5100,3221,38635,34604,3584,2324,28696,6920,845,674,5401,271,0,0,271,1496,0,0,1496,1229,405,223,601,2436,266,0,2170
ACSSF,20160,us,0,32,1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1263,1060279,60612,51999,947668,868184,40268,37301,790615,74803,6979,4862,62962,34984,8078,5119,21787,16182,2439,1758,11985,11756,1065,1040,9651,54370,1783,1919,50668
ACSSF,20160,us,0,32,1264,111517,9142,12558,89817,86118,6238,9455,70425,13059,1187,2123,9749,2741,546,268,1927,2249,437,241,1571,2219,547,115,1557,5131,187,356,4588
ACSSF,20160,us,0,32,1265,86063,5580,9953,70530,58765,2459,4675,51631,9201,1139,1687,6375,1613,66,1283,264,829,0,0,829,12907,1855,1857,9195,2748,61,451,2236
ACSSF,20160,us,0,32,1266,46475,5601,2545,38329,39049,4026,2040,32983,5326,926,349,4051,187,141,0,46,560,365,70,125,315,143,3,169,1038,0,83,955
ACSSF,20160,us,0,32,1267,564293,30467,33018,500808,421785,17633,23343,380809,59742,3661,4086,51995,26423,3876,2612,19935,14002,2476,1208,10318,9641,498,729,8414,32700,2323,1040,29337
ACSSF,20160,us,0,32,1268,47896,3767,5309,38820,39442,3346,3652,32444,4600,201,1109,3290,225,0,0,225,907,144,307,456,1435,0,0,1435,1287,76,241,970
ACSSF,20160,us,0,32,1269,909410,69888,71871,767651,720300,46293,49763,624244,98991,10051,11838,77102,24964,5431,4484,15049,11256,2421,1439,7396,14789,2483,1952,10354,39110,3209,2395,33506
ACSSF,20160,us,0,32,1270,1507365,90605,98453,1318307,1159785,59005,69302,1031478,133613,9245,12532,111836,45676,6321,6343,33012,30776,4513,3146,23117,33601,5801,3271,24529,103914,5720,3859,94335
ACSSF,20160,us,0,32,1271,1777500,79882,71483,1626135,971481,36794,34866,899821,170641,8982,9064,152595,348600,17411,14533,316656,89852,7214,5205,77433,82395,5024,2965,74406,114531,4457,4850,105224
ACSSF,20160,us,0,32,1272,867365,38428,34386,794551,647479,24966,23546,598967,90346,4678,4618,81050,39965,3306,1865,34794,17929,1577,1192,15160,25622,1453,1467,22702,46024,2448,1698,41878
ACSSF,20160,us,0,32,1273,35751,7116,3488,25147,27394,5819,2513,19062,2843,109,264,2470,1009,639,0,370,1817,441,191,1185,1134,0,473,661,1554,108,47,1399
ACSSF,20160,us,0,32,1274,94440,11485,5234,77721,61895,6629,3044,52222,9125,1107,712,7306,3472,990,115,2367,5352,424,615,4313,7206,2086,651,4469,7390,249,97,7044
ACSSF,20160,us,0,32,1275,129105,4473,5266,119366,100736,3346,4261,93129,13979,683,605,12691,3414,89,142,3183,860,65,41,754,1538,0,0,1538,8578,290,217,8071
ACSSF,20160,us,0,32,1276,81350,8276,3854,69220,55508,4418,1988,49102,6513,493,601,5419,2571,826,238,1507,4378,692,621,3065,5420,1260,336,3824,6960,587,70,6303
ACSSF,20160,us,0,32,1277,46904,3299,3746,39859,36816,2864,2884,31068,4149,228,553,3368,1355,109,0,1246,752,98,73,581,869,0,0,869,2963,0,236,2727
ACSSF,20160,us,0,32,1278,67989,5673,6142,56174,46201,3108,3561,39532,16814,1617,2101,13096,1397,0,289,1108,758,271,0,487,1316,338,137,841,1503,339,54,1110
ACSSF,20160,us,0,32,1279,159406,8659,7177,143570,120948,5606,5351,109991,18265,1569,846,15850,1786,137,12,1637,4096,564,606,2926,4306,333,129,3844,10005,450,233,9322
ACSSF,20160,us,0,32,1280,283122,16242,22793,244087,228342,11664,18600,198078,23298,2028,2310,18960,2588,719,495,1374,2992,127,612,2253,4959,492,464,4003,20943,1212,312,19419
ACSSF,20160,us,0,32,1281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1282,132682,10820,11252,110610,103566,6740,7167,89659,13616,1651,1855,10110,3649,697,1150,1802,3514,764,455,2295,2803,467,423,1913,5534,501,202,4831
ACSSF,20160,us,0,32,1283,166939,10777,11076,145086,133447,6449,8634,118364,17776,1818,1109,14849,1887,127,117,1643,5969,1486,790,3693,1351,75,75,1201,6509,822,351,5336
ACSSF,20160,us,0,32,1284,50442,2583,2456,45403,37486,1602,1906,33978,5951,280,172,5499,682,151,116,415,1977,321,31,1625,1608,140,115,1353,2738,89,116,2533
ACSSF,20160,us,0,32,1285,1733356,78216,67532,1587608,1168624,44546,40938,1083140,167991,8366,7743,151882,179916,10846,8317,160753,71373,5326,4044,62003,41781,3079,1890,36812,103671,6053,4600,93018
ACSSF,20160,us,0,32,1286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1290,127860,18164,12463,97233,112869,15566,10890,86413,8455,1260,880,6315,1642,818,60,764,1324,136,260,928,650,271,43,336,2920,113,330,2477
ACSSF,20160,us,0,32,1291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1292,51728,3609,3444,44675,41923,1860,2797,37266,6076,1103,479,4494,657,53,0,604,778,238,68,472,438,0,20,418,1856,355,80,1421
ACSSF,20160,us,0,32,1293,93049,5037,3826,84186,78695,3202,2653,72840,8161,344,897,6920,853,453,45,355,2418,737,203,1478,468,77,0,391,2454,224,28,2202
ACSSF,20160,us,0,32,1294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1295,125017,10902,8974,105141,103737,7237,6133,90367,11232,2046,1572,7614,2207,583,171,1453,1929,377,484,1068,1657,648,490,519,4255,11,124,4120
ACSSF,20160,us,0,32,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1297,88412,7606,5159,75647,75798,6190,4402,65206,7822,1174,674,5974,596,0,13,583,596,0,45,551,1290,99,25,1166,2310,143,0,2167
ACSSF,20160,us,0,32,1298,183991,11100,13735,159156,143191,7554,8998,126639,19524,1593,1651,16280,5426,602,1153,3671,3799,914,701,2184,3545,283,485,2777,8506,154,747,7605
ACSSF,20160,us,0,32,1299,73692,5898,4759,63035,60638,3494,3521,53623,6084,714,491,4879,1205,604,217,384,1210,622,0,588,1464,181,256,1027,3091,283,274,2534
ACSSF,20160,us,0,32,1300,283985,14516,14601,254868,228425,9244,9581,209600,24378,1872,1747,20759,5741,1169,1260,3312,7918,1108,1124,5686,5818,166,396,5256,11705,957,493,10255
ACSSF,20160,us,0,32,1301,131241,14081,14747,102413,107203,10648,11506,85049,12408,1316,1602,9490,779,175,291,313,1692,859,214,619,2419,727,545,1147,6740,356,589,5795
ACSSF,20160,us,0,32,1302,37086,3094,3461,30531,29728,2165,2463,25100,4909,830,842,3237,411,0,0,411,595,92,90,413,329,0,28,301,1114,7,38,1069
ACSSF,20160,us,0,32,1303,55153,4568,3247,47338,45333,3136,2701,39496,4566,732,197,3637,236,7,0,229,864,204,0,660,1053,264,241,548,3101,225,108,2768
ACSSF,20160,us,0,32,1304,39589,5298,1637,32654,23684,2125,1337,20222,3968,380,0,3588,2941,668,0,2273,4329,1610,300,2419,1769,449,0,1320,2898,66,0,2832
ACSSF,20160,us,0,32,1305,150648,12036,14791,123821,114246,7786,10173,96287,23013,2473,2661,17879,2569,534,337,1698,1840,460,384,996,2241,188,370,1683,6739,595,866,5278
ACSSF,20160,us,0,32,1306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1307,188912,12007,9978,166927,149919,7519,6543,135857,17515,1157,1275,15083,5984,1474,1141,3369,6235,1195,631,4409,2035,224,312,1499,7224,438,76,6710
ACSSF,20160,us,0,32,1308,124735,14388,12048,98299,99462,11951,9563,77948,14446,1068,908,12470,1608,545,264,799,1939,409,359,1171,3116,351,568,2197,4164,64,386,3714
ACSSF,20160,us,0,32,1309,1227566,79605,82498,1065463,967265,52385,59428,855452,105000,11263,11047,82690,18040,4983,2692,10365,17740,2756,1931,13053,28326,3134,2809,22383,91195,5084,4591,81520
ACSSF,20160,us,0,32,1310,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1311,40342,5445,4052,30845,33005,4000,3108,25897,3965,888,704,2373,174,0,35,139,1069,237,0,832,859,99,76,684,1270,221,129,920
ACSSF,20160,us,0,32,1312,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1313,51246,5314,4121,41811,42341,3286,2878,36177,5648,1784,900,2964,349,75,28,246,401,169,0,232,513,0,0,513,1994,0,315,1679
ACSSF,20160,us,0,32,1314,106183,3415,4781,97987,85276,2461,2926,79889,7987,389,829,6769,563,26,0,537,2163,135,297,1731,1295,52,293,950,8899,352,436,8111
ACSSF,20160,us,0,32,1315,231236,20094,16305,194837,197871,14228,13085,170558,16284,2028,1488,12768,3344,1027,600,1717,4324,1475,914,1935,2923,692,118,2113,6490,644,100,5746
ACSSF,20160,us,0,32,1316,70424,5078,5888,59458,56218,2973,4072,49173,8439,1256,792,6391,1156,149,249,758,1892,536,524,832,903,41,6,856,1816,123,245,1448
ACSSF,20160,us,0,32,1317,41012,1210,1754,38048,29407,578,948,27881,8668,464,599,7605,858,74,80,704,594,94,0,500,255,0,0,255,1230,0,127,1103
ACSSF,20160,us,0,32,1318,135439,5060,6625,123754,103481,2080,3960,97441,16383,1538,1628,13217,7511,668,536,6307,1909,199,383,1327,826,35,118,673,5329,540,0,4789
ACSSF,20160,us,0,32,1319,376888,42370,33304,301214,286569,27158,22030,237381,39488,6058,5626,27804,10780,3320,1645,5815,6707,1767,813,4127,12426,1809,1264,9353,20918,2258,1926,16734
ACSSF,20160,us,0,32,1320,329893,22714,22046,285133,273544,15064,16491,241989,32337,4150,3290,24897,1829,520,409,900,3171,734,586,1851,5161,1117,620,3424,13851,1129,650,12072
ACSSF,20160,us,0,32,1321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1322,71092,9659,4370,57063,60339,7419,3574,49346,6691,1189,395,5107,219,0,134,85,939,169,66,704,553,130,124,299,2351,752,77,1522
ACSSF,20160,us,0,32,1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1324,58593,5536,4910,48147,46617,3982,4296,38339,8199,1296,263,6640,219,0,174,45,492,96,60,336,627,36,0,591,2439,126,117,2196
ACSSF,20160,us,0,32,1325,415874,15089,15002,385783,264340,6919,8439,248982,60812,1541,1257,58014,41692,4035,3136,34521,19113,806,1254,17053,15322,889,481,13952,14595,899,435,13261
ACSSF,20160,us,0,32,1326,46084,4019,1573,40492,37029,2560,913,33556,4834,714,456,3664,491,161,0,330,2261,429,137,1695,540,55,40,445,929,100,27,802
ACSSF,20160,us,0,32,1327,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1329,81037,5092,3309,72636,59386,3175,2163,54048,13292,1487,649,11156,3410,119,203,3088,974,102,61,811,1251,0,0,1251,2724,209,233,2282
ACSSF,20160,us,0,32,1330,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1331,118929,11106,12920,94903,91855,8590,9719,73546,14704,1029,1984,11691,948,311,154,483,1051,378,0,673,1082,60,78,944,9289,738,985,7566
ACSSF,20160,us,0,32,1332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1333,714966,41571,38772,634623,582050,26941,25443,529666,66709,5405,7373,53931,14274,3515,2378,8381,13300,2532,1580,9188,14854,2238,892,11724,23779,940,1106,21733
ACSSF,20160,us,0,32,1334,88535,8327,9083,71125,72720,5692,6638,60390,9335,1152,1558,6625,1128,390,156,582,674,99,308,267,2096,395,282,1419,2582,599,141,1842
ACSSF,20160,us,0,32,1335,81070,9646,9018,62406,65174,7625,6405,51144,9894,1024,1774,7096,362,64,24,274,1498,369,101,1028,1610,319,566,725,2532,245,148,2139
ACSSF,20160,us,0,32,1336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1337,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1338,2649352,96424,99957,2452971,1685697,47455,54008,1584234,245538,11347,14748,219443,416561,21300,17891,377370,89177,6751,6325,76101,65440,3414,3764,58262,146939,6157,3221,137561
ACSSF,20160,us,0,32,1339,87310,5110,5884,76316,71675,2933,3901,64841,7897,890,430,6577,3484,752,1012,1720,973,395,175,403,522,0,366,156,2759,140,0,2619
ACSSF,20160,us,0,32,1340,57867,7289,4000,46578,47694,5320,2879,39495,6404,946,978,4480,440,333,48,59,1366,561,27,778,516,58,31,427,1447,71,37,1339
ACSSF,20160,us,0,32,1341,36935,3432,4669,28834,25731,2639,2774,20318,4643,163,1251,3229,391,51,0,340,106,49,0,57,4080,225,571,3284,1984,305,73,1606
ACSSF,20160,us,0,32,1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1343,29417,1961,2406,25050,25087,1053,1900,22134,2165,462,173,1530,383,143,158,82,538,267,0,271,335,0,99,236,909,36,76,797
ACSSF,20160,us,0,32,1344,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1347,35676,4115,2873,28688,30161,3410,2225,24526,2888,282,301,2305,353,56,96,201,1367,310,251,806,57,0,0,57,850,57,0,793
ACSSF,20160,us,0,32,1348,232465,19686,14622,198157,195072,13795,12152,169125,21493,3225,1583,16685,1392,649,0,743,3179,246,436,2497,3416,889,298,2229,7913,882,153,6878
ACSSF,20160,us,0,32,1349,41207,4636,4331,32240,35672,3966,3655,28051,2412,453,337,1622,369,148,0,221,510,69,21,420,1388,0,318,1070,856,0,0,856
ACSSF,20160,us,0,32,1350,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1351,110681,10064,9224,91393,93491,7624,7898,77969,6628,1789,884,3955,594,53,124,417,1561,55,125,1381,1095,211,0,884,7312,332,193,6787
ACSSF,20160,us,0,32,1352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1353,186580,15957,13350,157273,155005,11407,10474,133124,16646,2717,1491,12438,1602,396,476,730,2895,263,183,2449,2525,574,559,1392,7907,600,167,7140
ACSSF,20160,us,0,32,1354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1355,251986,9543,10194,232249,199624,5631,6605,187388,21822,1052,964,19806,5304,796,815,3693,7188,928,802,5458,4395,476,402,3517,13653,660,606,12387
ACSSF,20160,us,0,32,1356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,1357,116299,7383,5714,103202,101393,5092,4086,92215,7774,1371,923,5480,1381,302,210,869,1724,481,185,1058,387,102,0,285,3640,35,310,3295
ACSSF,20160,us,0,32,1358,156164,16325,9482,130357,135173,12794,7313,115066,10302,1792,1196,7314,1619,302,417,900,1470,277,115,1078,2188,266,245,1677,5412,894,196,4322
