FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,B08122_001,B08122_002,B08122_003,B08122_004,B08122_005,B08122_006,B08122_007,B08122_008,B08122_009,B08122_010,B08122_011,B08122_012,B08122_013,B08122_014,B08122_015,B08122_016,B08122_017,B08122_018,B08122_019,B08122_020,B08122_021,B08122_022,B08122_023,B08122_024,B08122_025,B08122_026,B08122_027,B08122_028
ACSSF,20160,us,0,32,246,153288,22176,21742,109370,130512,17472,17765,95275,12835,2492,1784,8559,1388,302,684,402,1788,472,430,886,3461,921,364,2176,3304,517,715,2072
ACSSF,20160,us,0,32,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,248,526926,29233,26630,471063,437798,18620,18040,401138,39024,3711,2846,32467,17543,3452,3027,11064,11781,2147,1238,8396,5668,491,926,4251,15112,812,553,13747
ACSSF,20160,us,0,32,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,250,113365,7093,4721,101551,85135,2856,3276,79003,8476,639,389,7448,2663,912,244,1507,7127,1725,474,4928,3119,227,253,2639,6845,734,85,6026
ACSSF,20160,us,0,32,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,252,184968,10310,11764,162894,158887,6678,8387,143822,13322,2119,1957,9246,1963,879,452,632,2155,210,192,1753,1329,136,184,1009,7312,288,592,6432
ACSSF,20160,us,0,32,253,294602,18278,23565,252759,237072,14542,18121,204409,25219,1491,3389,20339,1334,357,162,815,3755,218,724,2813,10406,1102,670,8634,16816,568,499,15749
ACSSF,20160,us,0,32,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,255,51626,6029,3194,42403,43586,4157,2333,37096,2833,532,192,2109,371,98,0,273,1631,566,446,619,900,175,0,725,2305,501,223,1581
ACSSF,20160,us,0,32,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,258,138094,6424,7319,124351,115915,4298,5668,105949,12384,751,957,10676,803,239,281,283,2571,451,160,1960,1492,631,178,683,4929,54,75,4800
ACSSF,20160,us,0,32,259,28767,2391,3239,23137,23640,1490,2542,19608,2631,483,406,1742,113,113,0,0,779,0,252,527,240,171,0,69,1364,134,39,1191
ACSSF,20160,us,0,32,260,70261,2431,4369,63461,57785,1686,3220,52879,7061,477,724,5860,381,0,0,381,1240,161,346,733,275,0,0,275,3519,107,79,3333
ACSSF,20160,us,0,32,261,116228,12156,8080,95992,86218,5717,5903,74598,8056,396,423,7237,7355,2057,1137,4161,5374,2285,196,2893,4787,877,157,3753,4438,824,264,3350
ACSSF,20160,us,0,32,262,88422,6995,6076,75351,72859,3719,4962,64178,5892,1342,251,4299,2888,714,271,1903,2943,889,349,1705,1106,0,158,948,2734,331,85,2318
ACSSF,20160,us,0,32,263,29182,3752,2441,22989,23405,3165,2056,18184,2531,306,272,1953,458,0,0,458,570,269,113,188,108,0,0,108,2110,12,0,2098
ACSSF,20160,us,0,32,264,364305,19466,18524,326315,296023,14519,13692,267812,31551,2254,2624,26673,2875,219,242,2414,6547,1064,890,4593,6505,905,592,5008,20804,505,484,19815
ACSSF,20160,us,0,32,265,1188461,65903,73545,1049013,963450,47997,53848,861605,109298,10313,12616,86369,16171,2137,2002,12032,12970,1421,723,10826,12437,1585,1619,9233,74135,2450,2737,68948
ACSSF,20160,us,0,32,266,108051,6594,4833,96624,79920,3966,2612,73342,10249,668,913,8668,2624,258,416,1950,3839,628,105,3106,3887,498,291,3098,7532,576,496,6460
ACSSF,20160,us,0,32,267,239692,14676,13202,211814,201245,11308,10162,179775,22388,1550,1468,19370,1699,248,302,1149,2507,325,871,1311,1795,146,223,1426,10058,1099,176,8783
ACSSF,20160,us,0,32,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,269,4616381,246840,233933,4135608,3262235,144041,148769,2969425,352852,22416,24496,305940,552745,44379,36527,471839,127176,15961,8988,102227,89426,9298,5172,74956,231947,10745,9981,211221
ACSSF,20160,us,0,32,270,89397,12899,6839,69659,66933,7626,5276,54031,9917,2085,420,7412,1205,328,157,720,2186,788,213,1185,4156,1476,458,2222,5000,596,315,4089
ACSSF,20160,us,0,32,271,31061,3134,2124,25803,26531,2492,1344,22695,2080,386,402,1292,442,0,175,267,509,156,89,264,324,23,0,301,1175,77,114,984
ACSSF,20160,us,0,32,272,1046460,60432,52289,933739,857523,39499,36069,781955,82160,6190,7326,68644,20352,5006,2797,12549,19567,5565,2873,11129,9969,1156,939,7874,56889,3016,2285,51588
ACSSF,20160,us,0,32,273,104022,4169,4398,95455,81031,2076,3191,75764,10274,628,860,8786,1143,273,0,870,2973,589,272,2112,2681,329,9,2343,5920,274,66,5580
ACSSF,20160,us,0,32,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,275,118936,8709,9698,100529,105869,6841,8779,90249,7441,1332,549,5560,796,10,57,729,601,230,0,371,812,177,54,581,3417,119,259,3039
ACSSF,20160,us,0,32,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,278,968585,63283,52068,853234,789748,40419,37721,711608,73231,8106,6300,58825,30351,6709,3260,20382,19227,4803,1823,12601,12039,1564,1199,9276,43989,1682,1765,40542
ACSSF,20160,us,0,32,279,66511,5655,4580,56276,54384,4461,4076,45847,5629,535,189,4905,55,0,0,55,1070,283,85,702,1145,0,230,915,4228,376,0,3852
ACSSF,20160,us,0,32,280,116684,17446,10612,88626,93784,12893,8834,72057,11620,2087,933,8600,2201,716,82,1403,2411,752,293,1366,2650,652,361,1637,4018,346,109,3563
ACSSF,20160,us,0,32,281,337261,21958,20812,294491,264267,13719,15419,235129,37815,4568,2676,30571,1748,525,683,540,5276,584,695,3997,4257,730,0,3527,23898,1832,1339,20727
ACSSF,20160,us,0,32,282,89866,10706,7499,71661,72044,7147,6014,58883,9312,963,778,7571,351,98,0,253,3036,1756,311,969,1525,303,191,1031,3598,439,205,2954
ACSSF,20160,us,0,32,283,369686,27946,23127,318613,308395,20724,16616,271055,34062,3630,3786,26646,2167,403,637,1127,3610,583,415,2612,9370,1273,1165,6932,12082,1333,508,10241
ACSSF,20160,us,0,32,284,126570,11016,12379,103175,104759,8452,8661,87646,12762,1055,2665,9042,1239,555,0,684,1287,347,199,741,2629,523,302,1804,3894,84,552,3258
ACSSF,20160,us,0,32,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,286,1005148,63878,56182,885088,835410,41371,42054,751985,75588,10524,6529,58535,14907,2320,2723,9864,16358,4486,1521,10351,15032,2534,1612,10886,47853,2643,1743,43467
ACSSF,20160,us,0,32,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,290,43173,2432,4011,36730,33937,1841,2515,29581,4617,125,673,3819,188,11,19,158,2580,387,260,1933,680,0,255,425,1171,68,289,814
ACSSF,20160,us,0,32,291,203661,14354,15741,173566,170238,10006,11642,148590,18236,1952,1213,15071,2988,553,785,1650,4009,476,1353,2180,2341,182,605,1554,5849,1185,143,4521
ACSSF,20160,us,0,32,292,39072,6653,2646,29773,26563,3095,2182,21286,2935,334,54,2547,631,134,78,419,3150,1531,67,1552,3936,1010,244,2682,1857,549,21,1287
ACSSF,20160,us,0,32,293,122960,7032,8707,107221,100584,4306,7218,89060,12502,1477,868,10157,658,86,99,473,1668,498,132,1038,1617,10,133,1474,5931,655,257,5019
ACSSF,20160,us,0,32,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,295,38659,3606,2796,32257,31284,2106,1700,27478,4084,484,672,2928,311,9,8,294,1623,955,285,383,411,36,20,355,946,16,111,819
ACSSF,20160,us,0,32,296,3549674,213974,226432,3109268,2872522,151714,173106,2547702,343944,32504,33128,278312,49010,7794,5689,35527,38669,6501,5258,26910,44031,4258,2513,37260,201498,11203,6738,183557
ACSSF,20160,us,0,32,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,299,42932,1971,2496,38465,34219,1259,1714,31246,6660,407,525,5728,115,0,0,115,479,0,144,335,687,233,49,405,772,72,64,636
ACSSF,20160,us,0,32,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,301,175705,10513,7629,157563,152640,7949,6400,138291,11117,1331,699,9087,1815,396,102,1317,2169,280,174,1715,2467,435,128,1904,5497,122,126,5249
ACSSF,20160,us,0,32,302,360284,27875,22086,310323,301959,18156,15047,268756,27793,3848,3200,20745,6890,1871,1333,3686,7470,2541,1248,3681,3429,458,45,2926,12743,1001,1213,10529
ACSSF,20160,us,0,32,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,304,45302,3242,3203,38857,38696,2446,2748,33502,3819,561,192,3066,217,25,0,192,769,94,165,510,325,0,69,256,1476,116,29,1331
ACSSF,20160,us,0,32,305,254406,15552,21952,216902,208111,10799,18371,178941,17782,1911,1262,14609,3098,684,281,2133,3362,157,206,2999,4705,630,555,3520,17348,1371,1277,14700
ACSSF,20160,us,0,32,306,1511172,70773,71520,1368879,1136689,43808,51416,1041465,129288,9027,7746,112515,60449,6463,4350,49636,33899,4133,2865,26901,28686,2405,1615,24666,122161,4937,3528,113696
ACSSF,20160,us,0,32,307,329585,14167,12736,302682,278384,10794,9523,258067,25609,1681,1264,22664,4273,805,529,2939,4814,467,332,4015,2659,38,341,2280,13846,382,747,12717
ACSSF,20160,us,0,32,308,1961010,123937,111480,1725593,1654870,86551,82817,1485502,160069,16788,16903,126378,29584,6742,5194,17648,23472,4563,2404,16505,21711,3650,2443,15618,71304,5643,1719,63942
ACSSF,20160,us,0,32,309,59050,5547,5886,47617,52479,4319,5172,42988,3508,508,333,2667,16,7,9,0,491,116,114,261,1030,371,0,659,1526,226,258,1042
ACSSF,20160,us,0,32,310,75929,4569,3943,67417,61443,3292,3358,54793,8485,1181,470,6834,1076,0,0,1076,1032,0,71,961,1216,28,0,1188,2677,68,44,2565
ACSSF,20160,us,0,32,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,312,50050,2944,2331,44775,40889,1785,1542,37562,4462,253,331,3878,510,66,161,283,2035,553,86,1396,706,158,159,389,1448,129,52,1267
ACSSF,20160,us,0,32,313,132905,10987,10462,111456,107184,7147,7920,92117,12399,1312,1248,9839,2406,890,368,1148,4330,592,564,3174,1188,270,94,824,5398,776,268,4354
ACSSF,20160,us,0,32,314,56472,4635,4298,47539,48937,3883,3981,41073,4537,554,202,3781,352,23,26,303,449,65,0,384,320,0,24,296,1877,110,65,1702
ACSSF,20160,us,0,32,315,268251,20054,15502,232695,204732,12655,10797,181280,23839,2745,2142,18952,12371,2205,1503,8663,5703,786,508,4409,5539,1228,83,4228,16067,435,469,15163
ACSSF,20160,us,0,32,316,74862,3354,4020,67488,58747,2018,2508,54221,7854,778,1171,5905,3271,131,0,3140,894,238,255,401,955,35,0,920,3141,154,86,2901
ACSSF,20160,us,0,32,317,83604,6832,3437,73335,68845,4939,2580,61326,6281,792,202,5287,269,101,0,168,2112,632,252,1228,1147,288,0,859,4950,80,403,4467
ACSSF,20160,us,0,32,318,59696,6590,4280,48826,49020,4969,3104,40947,4580,648,151,3781,131,102,0,29,1764,432,89,1243,1394,97,551,746,2807,342,385,2080
ACSSF,20160,us,0,32,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,321,93529,7477,5834,80218,73629,4422,4211,64996,12536,1770,1329,9437,565,0,54,511,1771,437,74,1260,2648,493,0,2155,2380,355,166,1859
ACSSF,20160,us,0,32,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,323,353317,43442,42246,267629,288064,32481,32694,222889,37699,3449,6182,28068,5953,2484,929,2540,4592,1290,903,2399,5651,1501,574,3576,11358,2237,964,8157
ACSSF,20160,us,0,32,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,325,124909,8501,8067,108341,100457,5308,4800,90349,13906,1315,1481,11110,2165,661,653,851,3219,985,760,1474,936,82,120,734,4226,150,253,3823
ACSSF,20160,us,0,32,326,165793,19326,15394,131073,122530,8525,10217,103788,14792,1500,1795,11497,4023,1800,734,1489,7438,3499,644,3295,7928,2745,1056,4127,9082,1257,948,6877
ACSSF,20160,us,0,32,327,59783,9203,5696,44884,43942,5593,4299,34050,6647,1397,378,4872,807,222,175,410,3090,676,515,1899,1326,273,198,855,3971,1042,131,2798
ACSSF,20160,us,0,32,328,151919,11886,11325,128708,130806,9074,8002,113730,11191,826,1263,9102,2410,943,594,873,3461,890,1068,1503,1379,153,243,983,2672,0,155,2517
ACSSF,20160,us,0,32,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,330,132349,9643,6320,116386,110265,6183,5099,98983,11696,2033,420,9243,1216,148,21,1047,2969,319,673,1977,1521,297,0,1224,4682,663,107,3912
ACSSF,20160,us,0,32,331,29970,1228,1470,27272,24785,886,1101,22798,1591,91,188,1312,23,0,1,22,754,80,62,612,479,0,0,479,2338,171,118,2049
ACSSF,20160,us,0,32,332,26002,1734,1846,22422,21535,1136,986,19413,2971,193,601,2177,0,0,0,0,844,397,259,188,164,0,0,164,488,8,0,480
ACSSF,20160,us,0,32,333,45185,2762,2972,39451,38086,2077,2554,33455,4865,403,313,4149,151,0,0,151,809,105,9,695,192,22,0,170,1082,155,96,831
ACSSF,20160,us,0,32,334,158472,16022,13351,129099,133242,12564,9583,111095,13815,1759,1745,10311,976,333,108,535,2092,587,504,1001,2635,308,355,1972,5712,471,1056,4185
ACSSF,20160,us,0,32,335,244719,16610,21120,206989,201378,11980,15181,174217,26841,1996,3775,21070,1025,540,243,242,3407,668,816,1923,2502,517,625,1360,9566,909,480,8177
ACSSF,20160,us,0,32,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,337,59247,6705,4551,47991,42948,4494,3495,34959,7711,463,372,6876,813,179,32,602,3165,1102,243,1820,981,373,52,556,3629,94,357,3178
ACSSF,20160,us,0,32,338,162747,15531,13972,133244,136860,11180,10386,115294,15604,2220,2395,10989,1708,682,226,800,1646,590,375,681,826,117,65,644,6103,742,525,4836
ACSSF,20160,us,0,32,339,87401,7082,4842,75477,74350,4936,4091,65323,9997,1932,369,7696,202,0,52,150,603,187,90,326,566,27,138,401,1683,0,102,1581
ACSSF,20160,us,0,32,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,341,52272,2013,2886,47373,43543,1367,2354,39822,4282,169,164,3949,30,0,0,30,1772,195,260,1317,462,34,47,381,2183,248,61,1874
ACSSF,20160,us,0,32,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,343,173892,12297,10675,150920,129823,7254,7581,114988,16658,1522,1287,13849,2790,890,250,1650,4002,1028,519,2455,7157,1148,653,5356,13462,455,385,12622
ACSSF,20160,us,0,32,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,345,115319,9700,12484,93135,96351,7190,10156,79005,12585,1778,1156,9651,139,0,0,139,2038,366,725,947,1998,176,328,1494,2208,190,119,1899
ACSSF,20160,us,0,32,346,203703,13590,12992,177121,171358,10325,9908,151125,18467,2388,2088,13991,1481,226,90,1165,1875,66,404,1405,1570,212,66,1292,8952,373,436,8143
ACSSF,20160,us,0,32,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,348,381466,43036,35952,302478,297160,27546,25982,243632,47034,7844,5063,34127,3770,815,468,2487,6599,1379,1306,3914,9622,3362,941,5319,17281,2090,2192,12999
ACSSF,20160,us,0,32,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,350,123312,15580,11335,96397,90655,10205,7633,72817,13213,1489,949,10775,4941,1433,1267,2241,2916,1386,247,1283,4677,692,776,3209,6910,375,463,6072
ACSSF,20160,us,0,32,351,90053,6115,6685,77253,74879,4736,5202,64941,9654,684,1031,7939,112,0,65,47,1485,42,122,1321,1268,485,73,710,2655,168,192,2295
ACSSF,20160,us,0,32,352,23291,3931,2747,16613,17773,2730,1888,13155,1845,95,219,1531,264,40,29,195,1076,166,79,831,294,73,53,168,2039,827,479,733
ACSSF,20160,us,0,32,353,48120,1053,2280,44787,40215,936,1644,37635,4173,108,541,3524,208,0,0,208,1006,9,86,911,334,0,0,334,2184,0,9,2175
ACSSF,20160,us,0,32,354,59730,2333,3144,54253,50053,1321,2320,46412,4748,285,269,4194,329,0,36,293,1735,252,394,1089,780,191,67,522,2085,284,58,1743
ACSSF,20160,us,0,32,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,357,53437,5297,4127,44013,43210,3464,2717,37029,5260,1022,384,3854,364,197,0,167,1169,345,83,741,1720,134,835,751,1714,135,108,1471
ACSSF,20160,us,0,32,358,41610,2245,2307,37058,33140,1589,1841,29710,5532,578,318,4636,0,0,0,0,646,66,23,557,379,0,0,379,1913,12,125,1776
ACSSF,20160,us,0,32,359,66111,7595,5571,52945,52633,5361,4634,42638,5015,559,301,4155,83,62,10,11,2012,751,405,856,2169,358,166,1645,4199,504,55,3640
ACSSF,20160,us,0,32,360,512416,33152,30111,449153,420966,20955,21363,378648,43748,5716,4558,33474,9288,2716,1134,5438,9840,1794,1159,6887,6659,525,654,5480,21915,1446,1243,19226
ACSSF,20160,us,0,32,361,30794,2372,5552,22870,23403,1521,4455,17427,3372,230,415,2727,267,0,0,267,1682,420,203,1059,660,52,54,554,1410,149,425,836
ACSSF,20160,us,0,32,362,37088,2977,2794,31317,32168,1832,2345,27991,2913,541,266,2106,325,305,20,0,757,121,154,482,138,25,0,113,787,153,9,625
ACSSF,20160,us,0,32,363,138053,10753,7365,119935,112914,8025,5718,99171,11624,1587,675,9362,682,232,71,379,2333,493,227,1613,2423,75,128,2220,8077,341,546,7190
ACSSF,20160,us,0,32,364,164175,8012,8111,148052,136456,5584,6939,123933,13551,938,642,11971,980,317,0,663,2562,316,294,1952,2410,606,128,1676,8216,251,108,7857
ACSSF,20160,us,0,32,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,366,36979,1545,2185,33249,28522,847,1208,26467,4103,296,715,3092,675,116,0,559,1508,165,171,1172,226,18,67,141,1945,103,24,1818
ACSSF,20160,us,0,32,367,338806,29134,28352,281320,282541,23009,21352,238180,29472,3371,4227,21874,3268,694,782,1792,3402,1147,326,1929,3211,250,343,2618,16912,663,1322,14927
ACSSF,20160,us,0,32,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,369,400738,22189,32435,346114,337060,17761,24716,294583,39095,3130,5565,30400,1206,393,372,441,3898,338,502,3058,3721,0,334,3387,15758,567,946,14245
ACSSF,20160,us,0,32,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,371,169751,14102,12840,142809,145288,12392,9978,122918,13490,708,2150,10632,762,0,41,721,2224,389,214,1621,3722,170,325,3227,4265,443,132,3690
ACSSF,20160,us,0,32,372,118783,8757,6819,103207,97276,5861,4499,86916,12398,2217,1943,8238,1325,180,0,1145,1627,29,73,1525,872,0,143,729,5285,470,161,4654
ACSSF,20160,us,0,32,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,374,56098,3606,6230,46262,43518,2474,4037,37007,7757,759,1382,5616,70,0,0,70,741,75,244,422,1770,176,122,1472,2242,122,445,1675
ACSSF,20160,us,0,32,375,275513,11616,13036,250861,221831,7801,9080,204950,24210,1547,1578,21085,4559,596,697,3266,5724,514,316,4894,5845,494,713,4638,13344,664,652,12028
ACSSF,20160,us,0,32,376,61414,7138,4602,49674,46406,4940,2411,39055,7664,1002,1081,5581,1066,422,232,412,2505,382,371,1752,1323,219,473,631,2450,173,34,2243
ACSSF,20160,us,0,32,377,596931,24578,22071,550282,483628,15072,15563,452993,48479,2557,3114,42808,18273,2220,1695,14358,11553,1757,841,8955,7001,1030,147,5824,27997,1942,711,25344
ACSSF,20160,us,0,32,378,66315,8665,3971,53679,54659,6745,2662,45252,5886,815,473,4598,0,0,0,0,344,107,34,203,4411,966,707,2738,1015,32,95,888
ACSSF,20160,us,0,32,379,37822,2071,1740,34011,30091,1547,1253,27291,3372,299,246,2827,99,29,0,70,1333,159,173,1001,776,37,0,739,2151,0,68,2083
ACSSF,20160,us,0,32,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,381,156907,11011,12207,133689,130716,7536,9120,114060,15650,2262,1994,11394,134,17,109,8,1399,291,63,1045,3850,702,642,2506,5158,203,279,4676
ACSSF,20160,us,0,32,382,83423,6728,4362,72333,62025,3521,3203,55301,10660,1435,398,8827,1508,147,0,1361,1210,169,389,652,1244,163,64,1017,6776,1293,308,5175
ACSSF,20160,us,0,32,383,89541,5904,5729,77908,71146,4428,2772,63946,9813,1051,2289,6473,312,7,9,296,1479,418,659,402,1161,0,0,1161,5630,0,0,5630
ACSSF,20160,us,0,32,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,388,41681,2680,4072,34929,33914,1372,2984,29558,3631,240,572,2819,8,0,0,8,1417,346,196,875,514,57,25,432,2197,665,295,1237
ACSSF,20160,us,0,32,389,87834,8509,6063,73262,70414,5290,4934,60190,8487,1233,966,6288,251,69,0,182,855,157,0,698,3780,696,163,2921,4047,1064,0,2983
ACSSF,20160,us,0,32,390,3141939,225730,224803,2691406,2541387,159674,166386,2215327,319218,35684,34798,248736,60970,8164,5206,47600,41978,8141,5513,28324,48863,7791,6209,34863,129523,6276,6691,116556
ACSSF,20160,us,0,32,391,139382,10974,10319,118089,117826,7473,7505,102848,11322,1527,1350,8445,744,321,179,244,3849,950,696,2203,729,130,102,497,4912,573,487,3852
ACSSF,20160,us,0,32,392,212254,15124,13715,183415,189110,12431,12585,164094,12831,1557,953,10321,60,0,0,60,601,231,135,235,2303,623,0,1680,7349,282,42,7025
ACSSF,20160,us,0,32,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,394,28597,3238,2541,22818,23227,1884,2101,19242,2651,562,233,1856,0,0,0,0,552,336,0,216,1271,361,99,811,896,95,108,693
ACSSF,20160,us,0,32,395,63423,3929,3820,55674,51230,3230,3488,44512,5128,508,94,4526,2066,0,36,2030,1243,134,0,1109,933,0,0,933,2823,57,202,2564
ACSSF,20160,us,0,32,396,34942,4071,2694,28177,27776,2512,1569,23695,2724,274,520,1930,147,72,51,24,2333,775,252,1306,527,120,75,332,1435,318,227,890
ACSSF,20160,us,0,32,397,979694,61808,53420,864466,829926,47397,41981,740548,72696,6414,7025,59257,7304,1668,1541,4095,14141,3397,1197,9547,10683,1576,623,8484,44944,1356,1053,42535
ACSSF,20160,us,0,32,398,87441,10561,6194,70686,61554,4924,3987,52643,7798,710,523,6565,4389,1044,390,2955,7316,3174,643,3499,2238,191,411,1636,4146,518,240,3388
ACSSF,20160,us,0,32,399,46637,5394,2456,38787,31327,2204,1590,27533,4419,705,291,3423,3257,630,481,2146,4557,1496,70,2991,1228,359,0,869,1849,0,24,1825
ACSSF,20160,us,0,32,400,66424,4957,3635,57832,54325,2782,2663,48880,7725,1279,615,5831,509,108,0,401,1414,520,191,703,474,148,34,292,1977,120,132,1725
ACSSF,20160,us,0,32,401,255769,18088,17606,220075,216061,13980,13121,188960,29403,3241,3168,22994,521,22,58,441,2914,337,912,1665,1874,445,106,1323,4996,63,241,4692
ACSSF,20160,us,0,32,402,51642,2899,4227,44516,45759,2294,3721,39744,2205,150,244,1811,0,0,0,0,231,0,39,192,1436,301,130,1005,2011,154,93,1764
ACSSF,20160,us,0,32,403,691959,38307,41374,612278,564159,26082,30239,507838,53779,4662,4340,44777,11575,2513,2478,6584,9397,1570,786,7041,14008,1717,1602,10689,39041,1763,1929,35349
ACSSF,20160,us,0,32,404,78915,4909,8838,65168,64427,3242,6715,54470,9449,1070,1347,7032,199,42,0,157,1188,320,119,749,1746,235,576,935,1906,0,81,1825
ACSSF,20160,us,0,32,405,51685,4448,3352,43885,42911,3285,2512,37114,4361,335,491,3535,141,0,90,51,1389,400,147,842,531,195,35,301,2352,233,77,2042
ACSSF,20160,us,0,32,406,76686,5285,4733,66668,64804,4160,3304,57340,7454,923,802,5729,442,52,102,288,1070,15,300,755,759,54,155,550,2157,81,70,2006
ACSSF,20160,us,0,32,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,408,86184,8259,7657,70268,73474,6072,6438,60964,5675,753,590,4332,393,125,136,132,812,75,149,588,1863,182,96,1585,3967,1052,248,2667
ACSSF,20160,us,0,32,409,54360,3015,3152,48193,45392,2093,2591,40708,5315,557,372,4386,420,196,0,224,1215,93,86,1036,596,0,13,583,1422,76,90,1256
ACSSF,20160,us,0,32,410,55256,4972,6189,44095,43999,2876,5079,36044,6648,1259,502,4887,97,0,0,97,2049,765,215,1069,135,0,0,135,2328,72,393,1863
ACSSF,20160,us,0,32,411,80750,6463,4782,69505,68112,4499,3836,59777,7786,1147,551,6088,142,84,0,58,826,295,125,406,1452,332,50,1070,2432,106,220,2106
ACSSF,20160,us,0,32,412,83590,3120,4133,76337,62772,1710,1586,59476,11675,869,1908,8898,2056,266,210,1580,1880,0,217,1663,1008,142,86,780,4199,133,126,3940
ACSSF,20160,us,0,32,413,160836,17601,11359,131876,132351,12103,9459,110789,13449,2016,1214,10219,2294,698,163,1433,4226,1479,357,2390,2162,777,113,1272,6354,528,53,5773
ACSSF,20160,us,0,32,414,45364,3095,3849,38420,36118,2169,3362,30587,4426,288,281,3857,31,0,31,0,979,230,17,732,514,0,7,507,3296,408,151,2737
ACSSF,20160,us,0,32,415,47941,2447,3091,42403,38748,1772,2626,34350,4052,226,210,3616,1361,141,35,1185,1061,0,125,936,1278,308,16,954,1441,0,79,1362
ACSSF,20160,us,0,32,416,1058928,51949,53825,953154,887468,38313,41220,807935,83419,6907,7055,69457,9549,1938,1071,6540,12934,1290,1673,9971,10005,1438,597,7970,55553,2063,2209,51281
ACSSF,20160,us,0,32,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,418,36726,1247,2927,32552,27393,874,1593,24926,4386,188,611,3587,75,0,0,75,1312,185,77,1050,1040,0,373,667,2520,0,273,2247
ACSSF,20160,us,0,32,419,122234,6904,9573,105757,98999,5719,6711,86569,16139,935,2190,13014,575,22,124,429,1737,28,158,1551,1119,41,33,1045,3665,159,357,3149
